area_sqft,bedrooms,bathrooms,stories,parking_spaces,house_age,distance_city_km,property_type,location_quality,furnishing_status,mainroad,basement,has_garden,price
846,2,5.0,3,2.0,0,14.1,Apartment,High,Furnished,No,Yes,Yes,14951865
6406,2,5.0,3,1.0,19,10.1,Apartment,Medium,,Yes,Yes,No,56495641
3203,2,5.0,3,3.0,10,13.8,House,Low,Unfurnished,Yes,No,No,30367513
2046,4,2.0,2,0.0,5,9.4,House,Medium,Unfurnished,No,Yes,No,20383064
3572,3,4.0,3,3.0,12,5.4,House,Medium,Semi-Furnished,No,Yes,No,32932761
5230,4,3.0,3,3.0,53,9.5,Apartment,Premium,Semi-Furnished,No,No,No,43872471
2341,4,4.0,2,0.0,44,36.3,Apartment,High,Semi-Furnished,No,Yes,No,18084575
737,6,4.0,1,2.0,1,4.3,Townhouse,Low,Semi-Furnished,Yes,No,No,11800401
758,7,4.0,2,3.0,50,13.7,Townhouse,High,,Yes,Yes,Yes,14208872
5604,4,3.0,3,1.0,11,21.6,Apartment,Medium,Semi-Furnished,Yes,No,No,46394780
1125,5,4.0,3,0.0,22,14.8,House,High,Unfurnished,Yes,No,No,13877964
4295,6,3.0,2,3.0,18,21.2,House,Medium,Semi-Furnished,Yes,No,No,37329718
2776,5,1.0,1,1.0,22,2.7,House,Medium,Unfurnished,Yes,No,No,24345128
5153,1,1.0,3,0.0,41,,House,Medium,Unfurnished,Yes,No,No,38872346
816,7,5.0,1,3.0,39,23.0,Townhouse,Medium,Unfurnished,Yes,Yes,Yes,11157682
5881,2,5.0,1,,32,27.6,Apartment,Medium,Furnished,Yes,No,No,47134318
4674,3,3.0,2,0.0,34,23.1,Apartment,Medium,Unfurnished,Yes,Yes,No,36789977
3168,5,1.0,3,1.0,40,18.1,Townhouse,High,Unfurnished,Yes,No,No,26653319
1702,3,4.0,1,0.0,10,14.7,Apartment,High,Unfurnished,Yes,No,No,18737905
6361,2,1.0,2,3.0,21,9.8,Apartment,Medium,Semi-Furnished,Yes,Yes,Yes,51774586
2277,7,2.0,1,0.0,5,20.5,House,,Semi-Furnished,Yes,No,No,20064225
3417,1,2.0,2,3.0,38,2.0,Villa,Medium,Furnished,Yes,Yes,Yes,33920792
2834,2,1.0,1,2.0,24,13.8,House,Medium,Semi-Furnished,Yes,Yes,No,24228446
1844,7,5.0,2,2.0,35,27.4,Villa,Medium,Semi-Furnished,Yes,No,Yes,21658985
2970,6,3.0,2,3.0,31,5.2,House,High,Semi-Furnished,Yes,Yes,No,29179788
1366,1,2.0,1,3.0,15,3.5,Apartment,Premium,Unfurnished,Yes,No,Yes,18010275
460,6,3.0,1,0.0,7,26.4,House,Low,,No,No,No,8769186
2204,7,1.0,3,0.0,53,16.5,Villa,High,Furnished,Yes,No,No,21650350
1128,1,3.0,1,0.0,16,32.3,Villa,High,Unfurnished,Yes,Yes,Yes,14391088
2959,3,3.0,1,2.0,6,37.6,Apartment,Medium,Semi-Furnished,Yes,No,No,23207621
5669,4,2.0,1,2.0,16,38.3,Apartment,Medium,,Yes,No,No,45544545
1433,1,5.0,3,0.0,49,17.6,Villa,Low,Semi-Furnished,No,Yes,No,15666469
457,2,2.0,2,0.0,14,11.3,Apartment,Low,Semi-Furnished,No,No,No,4865597
1122,2,1.0,1,2.0,54,24.7,Apartment,Premium,Furnished,Yes,Yes,Yes,11167619
3524,2,3.0,3,2.0,25,25.5,Villa,Medium,Unfurnished,No,No,No,29622450
2112,3,5.0,1,1.0,47,25.3,House,Medium,,Yes,No,No,18525347
3411,4,2.0,2,3.0,35,13.5,Apartment,Medium,Semi-Furnished,Yes,No,No,27004857
626,2,1.0,1,3.0,2,3.5,Apartment,Premium,Unfurnished,Yes,No,Yes,11063098
2465,3,5.0,3,3.0,28,9.2,Apartment,Medium,Semi-Furnished,Yes,No,No,23531948
2931,2,3.0,3,1.0,22,7.0,Villa,High,Semi-Furnished,No,Yes,No,30446675
3059,6,,3,3.0,11,5.8,House,High,Semi-Furnished,Yes,Yes,Yes,32447428
3784,2,4.0,1,2.0,30,37.1,Apartment,Medium,,Yes,No,No,29148327
5172,7,2.0,1,2.0,5,1.5,House,High,Unfurnished,Yes,No,Yes,48632832
3276,4,5.0,3,1.0,38,24.5,Apartment,High,Unfurnished,Yes,No,Yes,28458467
5539,6,2.0,3,3.0,45,38.0,Apartment,High,Unfurnished,Yes,No,No,44060380
3654,5,3.0,1,2.0,5,15.0,Apartment,Medium,Unfurnished,No,No,Yes,32168109
2025,2,3.0,3,0.0,26,21.6,House,Low,Semi-Furnished,Yes,No,Yes,18376584
1835,5,2.0,3,3.0,36,28.1,Apartment,Low,Furnished,Yes,Yes,No,17098298
2401,2,3.0,2,0.0,3,13.4,Apartment,Medium,Semi-Furnished,Yes,Yes,No,21818801
4064,1,1.0,2,2.0,21,,House,High,Semi-Furnished,Yes,Yes,Yes,34827430
1917,2,4.0,1,2.0,14,32.9,House,High,Semi-Furnished,Yes,No,No,17026146
5980,2,,1,2.0,2,30.1,Apartment,Medium,Unfurnished,Yes,No,No,45717398
3353,1,5.0,1,0.0,44,32.5,Apartment,Low,Furnished,Yes,No,No,24638923
5672,1,,1,1.0,24,39.5,Apartment,Low,Semi-Furnished,Yes,No,Yes,41689929
4583,7,2.0,3,3.0,41,15.4,House,High,,Yes,No,Yes,39708325
2466,4,3.0,2,0.0,32,30.1,House,Medium,Furnished,Yes,Yes,Yes,21574110
1830,3,4.0,3,2.0,48,24.5,Apartment,High,Semi-Furnished,Yes,No,No,18045608
4950,7,5.0,1,3.0,54,27.0,Villa,Low,Unfurnished,Yes,No,Yes,43295256
2450,2,1.0,3,3.0,33,29.9,House,Medium,Semi-Furnished,Yes,No,No,18298054
1943,3,2.0,1,2.0,19,30.2,Apartment,Premium,Semi-Furnished,Yes,Yes,Yes,20081687
6078,6,2.0,3,1.0,23,35.5,Apartment,Low,Semi-Furnished,No,No,Yes,47669702
3369,5,2.0,1,2.0,45,14.6,Apartment,Low,Furnished,Yes,Yes,No,26943594
743,3,3.0,1,1.0,23,26.5,Apartment,High,Semi-Furnished,No,No,No,7125474
3443,2,5.0,1,2.0,28,11.9,House,Medium,,Yes,No,No,30025879
3237,1,1.0,3,2.0,10,24.2,Apartment,Premium,Furnished,Yes,Yes,No,31583795
5677,1,5.0,1,2.0,54,30.3,Villa,High,Semi-Furnished,Yes,No,Yes,49051961
4754,2,4.0,2,0.0,35,31.8,House,High,Semi-Furnished,Yes,Yes,No,38677498
1607,6,4.0,2,3.0,18,,House,Low,Unfurnished,Yes,No,Yes,17958696
1360,5,4.0,3,2.0,32,20.8,Villa,Medium,Semi-Furnished,Yes,No,No,16660229
4101,4,1.0,2,3.0,22,14.0,House,High,Semi-Furnished,Yes,No,No,35166188
736,6,4.0,1,2.0,8,7.6,Townhouse,Medium,Unfurnished,Yes,Yes,Yes,13268233
2380,2,2.0,2,3.0,48,11.2,Townhouse,Premium,Semi-Furnished,Yes,Yes,No,23300189
1286,2,3.0,1,3.0,48,36.6,House,High,Unfurnished,Yes,No,Yes,12347350
574,3,4.0,3,3.0,45,13.0,Apartment,Low,Unfurnished,Yes,No,Yes,8174625
6008,7,4.0,3,2.0,20,39.0,House,Medium,Semi-Furnished,Yes,No,No,49256284
993,5,2.0,1,2.0,14,10.4,Apartment,High,Unfurnished,Yes,No,No,11636629
506,6,2.0,3,0.0,2,29.2,House,Low,Semi-Furnished,Yes,No,No,8086735
6093,2,3.0,1,1.0,40,23.4,House,Medium,Semi-Furnished,Yes,No,Yes,49138334
1589,6,1.0,2,1.0,18,28.2,House,High,Unfurnished,Yes,Yes,No,15208430
5390,1,4.0,2,3.0,49,26.1,Villa,Low,Unfurnished,Yes,No,Yes,43713260
639,2,1.0,1,2.0,47,28.6,Apartment,Medium,Semi-Furnished,Yes,No,Yes,3862355
1379,4,3.0,2,1.0,7,36.3,House,High,Unfurnished,Yes,Yes,No,14234201
1119,1,4.0,1,0.0,50,23.0,Apartment,High,Semi-Furnished,Yes,No,Yes,10536784
4722,7,1.0,3,2.0,7,3.6,Villa,Medium,Semi-Furnished,Yes,Yes,No,44461249
4201,7,5.0,3,1.0,26,11.6,House,Premium,Semi-Furnished,Yes,No,No,41427365
3326,4,,3,0.0,26,28.6,Apartment,Premium,Semi-Furnished,Yes,No,No,29627392
1911,3,1.0,2,,52,20.3,House,Medium,Furnished,No,No,Yes,14180944
987,1,4.0,2,3.0,36,22.4,Apartment,Low,Unfurnished,Yes,No,No,5890392
3893,5,3.0,2,0.0,48,24.3,House,,Furnished,Yes,Yes,Yes,35448745
1845,4,4.0,3,1.0,32,15.9,House,Medium,Furnished,Yes,No,No,18021209
4020,6,4.0,2,2.0,45,31.2,House,High,Semi-Furnished,Yes,No,Yes,37249378
4609,5,3.0,2,0.0,46,29.2,House,Medium,Unfurnished,Yes,No,Yes,38247054
5589,1,5.0,2,0.0,47,28.9,Villa,Medium,Unfurnished,Yes,No,Yes,45211069
3438,1,2.0,2,3.0,22,28.9,Villa,Medium,Furnished,Yes,No,No,32404448
478,6,3.0,2,2.0,21,35.7,House,Medium,Unfurnished,Yes,Yes,No,7603117
2148,2,1.0,3,0.0,54,24.2,House,,,Yes,No,No,19087018
5612,7,4.0,2,0.0,41,38.7,House,Medium,Semi-Furnished,Yes,No,No,42159044
3676,1,2.0,3,1.0,50,5.6,Villa,Premium,Semi-Furnished,Yes,No,Yes,36684940
4195,6,4.0,3,2.0,31,25.6,Villa,Low,Semi-Furnished,No,No,No,37056166
3219,7,,2,2.0,51,29.0,Apartment,High,Unfurnished,Yes,No,No,28185625
1434,4,5.0,3,0.0,39,19.6,Apartment,Premium,Semi-Furnished,Yes,Yes,Yes,18312447
5875,1,5.0,1,2.0,40,12.2,Apartment,Medium,Furnished,Yes,Yes,No,47001529
5126,7,1.0,3,3.0,9,22.5,Apartment,Low,Unfurnished,Yes,No,Yes,42077776
6470,2,1.0,1,0.0,31,15.2,House,,Furnished,Yes,No,No,52791974
5625,4,5.0,2,0.0,40,36.5,Apartment,High,Furnished,Yes,No,No,45213562
2211,7,2.0,1,3.0,41,14.9,House,Medium,Unfurnished,Yes,Yes,Yes,20891724
1988,6,1.0,2,2.0,52,7.9,Apartment,Medium,Semi-Furnished,Yes,No,No,15416852
1953,1,2.0,2,3.0,17,23.5,Apartment,High,Unfurnished,Yes,No,Yes,18118380
6008,6,5.0,3,1.0,16,16.4,House,Medium,Semi-Furnished,Yes,Yes,No,51600061
3819,2,2.0,1,1.0,53,4.7,House,Medium,Furnished,No,No,No,31348574
3199,6,1.0,3,0.0,54,23.0,House,Medium,Furnished,Yes,Yes,No,25698709
6307,5,4.0,3,0.0,9,22.0,Villa,Low,Furnished,Yes,No,No,54669066
4100,3,1.0,2,1.0,20,7.8,Townhouse,High,Unfurnished,Yes,No,No,37626585
5952,3,,2,0.0,52,24.3,House,Medium,Semi-Furnished,Yes,No,No,44916783
6407,1,,3,3.0,10,23.1,Apartment,Premium,Unfurnished,Yes,No,No,52922183
930,7,4.0,1,,43,31.2,Apartment,Medium,,Yes,No,Yes,10735060
2637,2,3.0,3,3.0,6,15.1,Townhouse,Medium,Unfurnished,Yes,No,No,23247964
4891,3,5.0,1,2.0,9,10.7,House,Medium,Unfurnished,Yes,Yes,Yes,45062828
5369,4,2.0,3,1.0,43,38.1,Villa,,Unfurnished,Yes,No,No,43453446
1348,5,2.0,1,2.0,33,22.9,House,High,,Yes,No,Yes,14725307
2376,4,1.0,3,0.0,30,2.1,Apartment,High,Unfurnished,Yes,No,No,18668712
3766,4,2.0,3,3.0,47,33.0,House,High,Unfurnished,Yes,No,No,30319129
5285,5,3.0,1,2.0,16,8.7,Villa,Medium,Furnished,Yes,Yes,No,47541920
1133,7,1.0,2,0.0,27,31.7,Villa,Medium,Semi-Furnished,Yes,No,No,13406996
4084,3,3.0,2,2.0,33,28.5,Apartment,Low,Unfurnished,No,Yes,No,31922205
2243,6,5.0,1,2.0,40,38.8,House,High,Furnished,Yes,No,No,21800009
1758,6,4.0,2,0.0,18,38.7,Apartment,Medium,Semi-Furnished,Yes,No,Yes,15075500
3568,7,4.0,3,0.0,34,11.7,Townhouse,Medium,Semi-Furnished,Yes,Yes,No,34562165
2954,7,5.0,1,3.0,24,30.9,Apartment,Medium,Unfurnished,Yes,No,Yes,26290865
4296,6,4.0,3,1.0,29,13.4,House,Medium,Semi-Furnished,Yes,No,No,39483434
2371,2,4.0,3,2.0,47,25.5,Apartment,High,Semi-Furnished,No,No,No,20181948
5430,6,5.0,2,0.0,21,24.3,House,Medium,Unfurnished,Yes,Yes,No,46513627
922,6,1.0,2,2.0,36,3.1,House,Premium,Semi-Furnished,Yes,No,No,14116426
5664,3,5.0,2,0.0,51,1.2,Apartment,Low,Semi-Furnished,Yes,No,Yes,47406660
630,5,2.0,1,1.0,41,3.3,Villa,Medium,Semi-Furnished,Yes,No,No,10740090
4902,2,4.0,2,2.0,54,6.0,Townhouse,Low,Unfurnished,No,No,Yes,40875803
2546,4,5.0,3,1.0,32,11.0,Villa,High,Semi-Furnished,Yes,Yes,No,28850387
2769,6,3.0,1,2.0,15,36.4,Apartment,Medium,Semi-Furnished,Yes,No,No,23064065
565,2,1.0,3,0.0,54,21.2,House,Medium,Unfurnished,Yes,No,No,3857617
4697,3,2.0,3,1.0,35,32.1,House,High,Unfurnished,Yes,No,Yes,39655986
1451,6,3.0,3,3.0,13,33.7,House,Medium,Semi-Furnished,Yes,No,No,16195161
4437,4,5.0,2,1.0,17,29.7,House,,Unfurnished,No,Yes,Yes,38270101
4837,7,5.0,2,0.0,14,16.3,House,Medium,Semi-Furnished,Yes,No,No,41283203
5563,1,3.0,2,3.0,45,34.7,Apartment,Low,Unfurnished,Yes,Yes,No,41611647
4733,6,5.0,3,3.0,5,29.9,House,High,Semi-Furnished,Yes,No,Yes,43205466
2274,6,3.0,3,2.0,40,30.0,Apartment,High,Semi-Furnished,Yes,No,No,20573905
4918,7,3.0,2,3.0,30,36.2,Apartment,High,Furnished,Yes,No,Yes,42273610
5446,2,5.0,3,3.0,4,24.3,Apartment,High,Semi-Furnished,Yes,No,No,46097108
2368,7,4.0,2,2.0,33,,Apartment,High,Semi-Furnished,Yes,No,Yes,24224053
1201,3,3.0,2,2.0,41,35.7,Villa,Medium,Furnished,Yes,No,No,14422986
5834,3,3.0,1,0.0,39,18.7,House,Low,Semi-Furnished,No,Yes,Yes,45892555
1345,3,4.0,2,2.0,29,32.7,Apartment,Medium,Semi-Furnished,Yes,Yes,No,12906792
4042,5,4.0,2,1.0,18,3.1,Villa,Premium,Unfurnished,Yes,No,Yes,44928821
1879,5,3.0,3,3.0,9,1.1,Townhouse,Premium,Semi-Furnished,No,No,No,25644252
1212,4,,3,1.0,0,21.6,Townhouse,High,Semi-Furnished,Yes,Yes,Yes,15708841
5147,1,1.0,1,3.0,19,3.9,Villa,Medium,Semi-Furnished,Yes,No,Yes,45382013
1319,7,1.0,2,2.0,34,39.1,Townhouse,Medium,Furnished,Yes,No,Yes,13244602
4504,2,3.0,3,2.0,2,1.2,House,High,Furnished,No,Yes,No,44132832
4643,1,4.0,2,3.0,54,29.0,Townhouse,Low,Furnished,Yes,No,No,37176445
814,5,5.0,2,1.0,32,10.5,Townhouse,Medium,Semi-Furnished,Yes,No,Yes,9972005
1496,3,2.0,3,,16,38.7,Apartment,Medium,Furnished,Yes,No,No,11710516
5255,5,4.0,2,1.0,52,15.9,Villa,Medium,Furnished,Yes,No,Yes,46240476
3519,7,4.0,3,3.0,10,2.1,Villa,High,Unfurnished,Yes,No,No,37291142
1184,1,,2,3.0,52,2.1,Villa,Premium,Semi-Furnished,Yes,Yes,No,13514818
6450,2,2.0,1,0.0,15,22.6,Townhouse,High,Unfurnished,No,Yes,No,51599943
2053,4,2.0,2,1.0,20,39.5,House,Medium,Unfurnished,Yes,No,Yes,17027050
474,6,,3,1.0,23,39.2,House,Medium,Unfurnished,Yes,Yes,No,6969644
6041,5,5.0,2,2.0,54,14.2,House,High,Semi-Furnished,Yes,Yes,No,50897351
550,3,5.0,3,0.0,13,19.8,House,Medium,Unfurnished,Yes,No,Yes,9320318
3797,5,,1,2.0,53,4.9,Townhouse,Medium,Unfurnished,Yes,Yes,No,32854479
6458,7,3.0,3,2.0,19,21.4,Townhouse,High,Unfurnished,Yes,Yes,Yes,56548063
3945,4,2.0,1,0.0,15,24.4,House,Medium,Semi-Furnished,No,Yes,No,33698569
3987,7,4.0,3,0.0,35,10.8,Townhouse,Low,Furnished,Yes,Yes,No,36377143
2798,6,1.0,2,2.0,38,24.9,Apartment,High,Furnished,Yes,No,No,23508938
1217,3,2.0,3,1.0,18,36.1,Townhouse,Medium,Semi-Furnished,Yes,No,No,10071616
3914,2,1.0,3,3.0,7,1.0,Apartment,Low,Unfurnished,Yes,Yes,Yes,34075727
5878,6,3.0,3,3.0,21,9.9,House,Medium,Furnished,No,Yes,No,52492379
1001,2,2.0,3,3.0,29,9.2,Apartment,Premium,Unfurnished,Yes,No,No,12554280
5776,3,1.0,2,2.0,2,5.8,House,Medium,Furnished,No,No,No,49378892
2961,2,2.0,3,,4,7.5,House,Medium,Semi-Furnished,No,No,Yes,28238201
3694,5,5.0,1,0.0,50,25.4,Apartment,Low,Semi-Furnished,Yes,Yes,Yes,31775310
1450,3,3.0,1,1.0,1,5.0,House,Premium,Unfurnished,Yes,No,No,19834226
4211,5,5.0,2,0.0,22,29.8,House,High,Unfurnished,Yes,No,No,36070196
1553,7,5.0,3,2.0,42,35.6,Apartment,,Semi-Furnished,Yes,No,No,15049533
2102,6,5.0,3,2.0,18,37.1,House,Medium,Semi-Furnished,No,No,Yes,21487720
4815,7,2.0,2,1.0,27,26.7,Apartment,High,Furnished,No,Yes,No,40626190
755,1,5.0,2,1.0,4,8.7,Apartment,High,Semi-Furnished,No,No,No,10485904
3155,4,5.0,2,2.0,43,4.3,Apartment,High,Semi-Furnished,Yes,No,Yes,30855932
4047,2,5.0,3,0.0,34,10.0,House,Premium,Unfurnished,Yes,No,No,37886364
1248,7,2.0,3,,46,38.5,Villa,Medium,Semi-Furnished,Yes,Yes,Yes,12950405
2233,5,2.0,1,2.0,47,38.5,House,Medium,Unfurnished,Yes,No,No,16558369
2528,3,3.0,2,0.0,19,15.9,Villa,Medium,Semi-Furnished,Yes,No,Yes,24901006
4464,4,5.0,2,0.0,2,13.7,House,High,Semi-Furnished,Yes,No,No,40166858
6359,5,5.0,3,1.0,19,20.9,Villa,Medium,Furnished,No,Yes,No,56227995
5509,4,3.0,2,2.0,7,12.4,Townhouse,Medium,Semi-Furnished,Yes,Yes,No,49311027
1598,4,1.0,3,1.0,29,39.2,House,High,Unfurnished,Yes,Yes,No,15240055
559,1,3.0,2,1.0,8,9.6,Apartment,Medium,Furnished,Yes,No,Yes,9792477
764,4,4.0,3,2.0,50,15.4,Apartment,High,Semi-Furnished,Yes,Yes,No,10565710
4054,3,3.0,1,0.0,33,17.7,House,Low,Semi-Furnished,No,Yes,No,32849117
1395,6,2.0,3,,13,5.9,House,Medium,,Yes,No,Yes,17554280
1849,7,2.0,1,0.0,50,15.9,Apartment,Medium,Furnished,Yes,Yes,No,15407354
5576,6,1.0,2,0.0,42,34.4,Townhouse,High,,No,Yes,Yes,44000648
5737,1,2.0,3,0.0,24,6.5,Townhouse,High,Semi-Furnished,Yes,Yes,Yes,49289237
5526,6,4.0,3,1.0,8,23.8,Apartment,Medium,Furnished,Yes,Yes,No,49131823
1984,3,2.0,2,0.0,18,16.9,Apartment,Medium,,Yes,No,Yes,18215922
4199,3,5.0,2,3.0,32,7.7,Apartment,Low,Furnished,Yes,No,Yes,36005010
4145,7,1.0,1,1.0,42,1.5,House,High,Unfurnished,Yes,No,Yes,36923552
1570,7,3.0,3,3.0,14,,Villa,Premium,Unfurnished,No,No,No,22860154
3798,1,3.0,1,3.0,40,3.4,House,High,Unfurnished,No,No,No,32292210
3627,3,5.0,1,3.0,15,15.7,Apartment,Medium,Furnished,Yes,No,Yes,32821261
2846,6,5.0,2,3.0,13,32.6,House,Medium,Semi-Furnished,Yes,Yes,No,28701722
4997,4,3.0,1,0.0,24,29.1,Apartment,Medium,Unfurnished,Yes,No,No,38397684
4549,2,4.0,1,1.0,8,37.9,House,Low,Unfurnished,Yes,Yes,No,36320441
3672,4,4.0,2,2.0,22,17.7,House,Low,Unfurnished,Yes,No,Yes,32173532
4840,7,3.0,3,2.0,19,28.6,House,Low,Unfurnished,Yes,No,Yes,39914007
5066,2,1.0,1,0.0,15,26.9,House,Medium,Semi-Furnished,Yes,No,Yes,40163798
3879,6,3.0,3,,42,9.5,Townhouse,High,,Yes,No,Yes,37019985
2069,6,2.0,2,3.0,18,12.8,Apartment,Medium,Unfurnished,Yes,No,No,20697822
5038,7,3.0,1,3.0,38,21.7,Villa,High,Unfurnished,Yes,No,No,43918267
4791,3,4.0,3,1.0,39,32.1,Apartment,Premium,Semi-Furnished,Yes,No,No,39377359
6399,2,2.0,2,0.0,36,19.0,Apartment,Medium,Semi-Furnished,Yes,No,No,48881321
1356,4,2.0,3,1.0,14,9.9,Townhouse,Medium,Semi-Furnished,Yes,No,No,16235369
2986,4,,1,1.0,45,39.7,House,High,Semi-Furnished,No,No,Yes,25785737
6041,3,2.0,1,1.0,13,5.5,Apartment,Low,Furnished,Yes,No,No,49635366
3563,6,1.0,1,1.0,15,,House,Medium,Semi-Furnished,Yes,No,No,27246076
6152,6,4.0,2,1.0,48,32.6,House,Medium,Furnished,Yes,No,No,48727411
525,2,4.0,3,0.0,18,33.7,Townhouse,High,Semi-Furnished,No,Yes,No,6265999
662,6,5.0,3,1.0,38,32.0,House,High,Unfurnished,Yes,No,No,9346961
5265,2,4.0,2,1.0,2,9.1,Apartment,High,Furnished,Yes,Yes,No,45447703
2618,3,5.0,2,0.0,33,25.7,House,High,Semi-Furnished,Yes,Yes,No,25928696
3597,1,3.0,3,3.0,47,30.5,Apartment,Medium,Semi-Furnished,No,No,No,28035039
3039,3,2.0,2,2.0,38,,Apartment,High,Unfurnished,Yes,No,Yes,24937479
2918,7,5.0,1,3.0,32,11.6,House,High,Semi-Furnished,No,No,Yes,28679484
6133,4,2.0,1,2.0,46,8.1,Villa,Medium,Furnished,Yes,No,Yes,52897441
1019,5,2.0,1,0.0,16,13.8,Apartment,Premium,Unfurnished,Yes,No,No,15104619
5121,1,5.0,2,3.0,20,19.7,Villa,High,Unfurnished,Yes,No,No,46596262
5832,5,5.0,2,1.0,3,23.4,House,Medium,Unfurnished,Yes,Yes,No,51290686
4427,3,2.0,2,2.0,38,33.6,Villa,Low,Semi-Furnished,Yes,No,Yes,35890551
2839,6,4.0,2,,39,31.0,Apartment,Medium,Furnished,Yes,No,No,23089311
1418,7,5.0,3,1.0,41,27.4,House,High,Semi-Furnished,Yes,Yes,No,16918024
4579,4,4.0,3,1.0,41,11.3,Apartment,Low,Furnished,Yes,No,Yes,36810865
3286,1,1.0,1,1.0,7,,Apartment,Medium,Semi-Furnished,No,No,Yes,28315780
1353,4,4.0,1,2.0,36,14.1,Apartment,Medium,Semi-Furnished,Yes,No,No,13126985
2625,1,1.0,1,2.0,41,10.2,Apartment,High,Unfurnished,No,No,Yes,22099096
6267,4,5.0,3,0.0,11,1.4,Apartment,High,Unfurnished,Yes,Yes,No,54998842
2055,1,1.0,2,,26,14.2,Apartment,High,Semi-Furnished,Yes,No,No,16078222
1529,5,5.0,3,3.0,50,11.0,Townhouse,Medium,Unfurnished,Yes,No,No,17578633
4575,3,1.0,2,2.0,22,23.3,Villa,Low,Unfurnished,Yes,No,Yes,37350810
1657,2,3.0,2,3.0,41,3.4,Apartment,,Furnished,Yes,No,No,17742155
6015,1,2.0,1,2.0,29,11.6,Townhouse,Medium,Semi-Furnished,Yes,No,Yes,49302776
5646,7,5.0,2,,36,2.7,Apartment,Medium,Unfurnished,Yes,No,No,48237656
6400,6,2.0,1,3.0,34,26.0,House,Premium,Semi-Furnished,Yes,No,Yes,54715874
5971,6,4.0,2,2.0,35,23.2,Villa,Medium,Semi-Furnished,Yes,No,Yes,52000931
1924,1,1.0,1,1.0,42,14.2,House,High,Furnished,Yes,Yes,Yes,17524354
1733,3,3.0,1,2.0,49,6.7,Apartment,High,Semi-Furnished,Yes,Yes,Yes,18544560
2522,7,5.0,1,0.0,16,38.4,House,,Unfurnished,No,Yes,Yes,25331592
3292,5,5.0,3,1.0,51,23.8,House,Medium,Unfurnished,No,No,Yes,27906938
5773,1,,3,2.0,34,27.5,House,Medium,Unfurnished,Yes,Yes,No,44422784
4887,1,2.0,2,0.0,32,21.7,House,Low,Semi-Furnished,Yes,Yes,Yes,40512286
4348,2,3.0,2,2.0,18,32.5,House,Medium,Semi-Furnished,Yes,No,No,33899442
5764,7,3.0,3,2.0,22,36.0,Apartment,Medium,Semi-Furnished,No,No,No,44632248
4357,2,3.0,2,1.0,35,15.9,House,Medium,Semi-Furnished,Yes,No,No,35318895
2743,7,1.0,2,0.0,20,27.9,Apartment,High,Unfurnished,Yes,Yes,No,23844057
2948,5,4.0,2,,15,10.0,Villa,Low,Unfurnished,Yes,Yes,No,30932624
3577,7,2.0,2,,45,26.4,House,Medium,Unfurnished,Yes,Yes,No,30358705
987,6,2.0,2,2.0,22,16.6,House,Low,Semi-Furnished,Yes,No,No,10996773
4937,3,5.0,3,1.0,35,1.3,House,Medium,Semi-Furnished,Yes,Yes,Yes,44888004
4399,6,4.0,2,2.0,1,38.3,Apartment,Low,,Yes,No,Yes,38195849
4873,2,2.0,2,1.0,4,34.9,Apartment,Low,Unfurnished,Yes,No,No,38664501
3680,3,5.0,1,1.0,46,12.3,House,Premium,Semi-Furnished,Yes,No,Yes,35595527
5186,2,2.0,3,1.0,7,39.9,House,Premium,Unfurnished,Yes,Yes,No,43946131
6195,1,3.0,3,,43,13.4,House,High,Semi-Furnished,Yes,Yes,No,51121651
3898,1,2.0,1,3.0,49,18.9,Townhouse,Medium,,No,No,Yes,27844489
3138,2,1.0,1,2.0,26,34.2,House,High,Semi-Furnished,Yes,No,Yes,26048417
1082,1,3.0,3,0.0,48,12.9,House,,Unfurnished,No,No,Yes,12005384
5160,3,,1,3.0,23,18.6,House,Medium,Unfurnished,Yes,No,No,42604966
5919,1,5.0,3,0.0,52,27.0,Apartment,Low,Semi-Furnished,Yes,Yes,No,45284100
4681,1,2.0,3,2.0,13,6.1,Apartment,High,Semi-Furnished,No,No,No,40554415
5686,7,5.0,3,0.0,23,17.5,Townhouse,Premium,Semi-Furnished,No,No,Yes,54198031
5660,1,4.0,1,1.0,21,13.1,Villa,Medium,Unfurnished,No,No,No,48742210
5278,1,1.0,2,2.0,43,27.4,Townhouse,Medium,Furnished,No,Yes,No,41096510
3492,1,4.0,2,3.0,2,6.3,Apartment,Medium,Unfurnished,Yes,Yes,No,31482200
1054,1,3.0,3,3.0,45,10.1,Apartment,Medium,Semi-Furnished,Yes,No,Yes,8538730
469,4,2.0,1,3.0,1,28.7,House,High,Furnished,Yes,No,No,10096256
1686,6,3.0,1,0.0,17,7.1,Townhouse,Medium,Semi-Furnished,Yes,Yes,Yes,20108782
3057,6,2.0,1,0.0,32,17.5,Apartment,Premium,Unfurnished,Yes,No,No,28074094
4948,5,4.0,3,3.0,7,28.8,Apartment,High,Semi-Furnished,Yes,No,No,42875554
3207,1,,3,3.0,26,30.9,Apartment,Low,Unfurnished,Yes,No,No,25054337
589,6,,1,1.0,54,4.7,Villa,High,Semi-Furnished,Yes,Yes,No,11780387
1722,1,2.0,1,0.0,45,34.2,Villa,High,Semi-Furnished,Yes,Yes,Yes,16517220
6374,5,2.0,1,2.0,1,29.2,House,Medium,Semi-Furnished,Yes,No,Yes,52786010
6427,3,3.0,3,0.0,32,14.2,Apartment,Medium,Furnished,No,No,No,51537067
